source_file,sheet,month,measure_label,col_index,col_letter,periodic_mm,cumulative_mm,cumulative_outside_month
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM inter droit,18,R,,-44.93890949056123,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH inter droit,19,S,,-15.549740292406966,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ inter droit,20,T,,-22.800000000003706,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DPM bas droit,21,U,,-3.3054025999739167,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DH bas droit,22,V,,-3.0861485326907356,True
C:\Temp\1-tableaux\GTB\02_208-GTB-SMC1-T24-PM19_25-07_08.xlsm,Déplacements,2025-07,DZ bas droit,23,W,,0.2999999999957481,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM bas gauche,3,C,,1.9819598499388746,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH bas gauche,4,D,,1.58627844479442,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ bas gauche,5,E,,1.3333333333349628,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM inter gauche,6,F,,2.1048985177998247,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH inter gauche,7,G,,3.7676290987924688,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ inter gauche,8,H,,3.024999999993838,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM haut gauche,9,I,0.41088670839073416,-2.864036164321959,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH haut gauche,10,J,0.30194735868116496,3.657242080223444,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ haut gauche,11,K,0.0,-3.200000000020964,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM centre haut,12,L,1.0269873647779093,-6.928131761913647,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH centre haut,13,M,-0.07277893844565142,-23.119344854800996,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ centre haut,14,N,0.5000000000023874,-10.049999999992565,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM haut droit,15,O,-0.5137229303215918,-3.9275707048709307,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH haut droit,16,P,-0.7912577921316277,-8.258771834344092,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ haut droit,17,Q,-0.39999999999906777,-4.249999999998977,False
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM inter droit,18,R,,-32.53869232500861,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH inter droit,19,S,,-7.891395721985717,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ inter droit,20,T,,-10.249999999999204,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DPM bas droit,21,U,,1.9819598499388746,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DH bas droit,22,V,,1.58627844479442,True
C:\Temp\1-tableaux\GTB\02_209-GTB-SMC1-T32-PM25_25-07-08.xlsm,Déplacements,2025-07,DZ bas droit,23,W,,1.3333333333349628,True
